transition_index,x_start,x_end,D_T,u
328,0.082,0.08225,0.024748666788715595,0.8586633065185142
329,0.08225,0.0825,0.02473867814804974,0.858316747275748
330,0.0825,0.08275,0.024725852554578136,0.857871759002545
331,0.08275,0.083,0.0247102133688055,0.857329152199462
332,0.083,0.08325,0.02469178572792379,0.8566897990098171
333,0.08325,0.0835,0.02467059653802704,0.8559546329495795
334,0.0835,0.08375,0.024646674466579543,0.8551246486460514
335,0.08375,0.084,0.024620049935139842,0.8542009015854242
336,0.084,0.08425,0.024590755112275778,0.8531845078669633
337,0.08425,0.0845,0.02455882390666008,0.8520766439634581
338,0.0845,0.08475,0.02452429196029268,0.850878546486067
339,0.08475,0.085,0.024487196641822466,0.8495915119526143
340,0.085,0.08525,0.024447577039922862,0.848216896557753
341,0.08525,0.0855,0.024405473956673057,0.8467561159433247
342,0.0855,0.08575,0.024360929900916248,0.8452106449679214
343,0.08575,0.08600000000000001,0.024313989081527914,0.8435820174733263
344,0.08600000000000001,0.08625000000000001,0.024264697400559858,0.8418718260466437
345,0.08625000000000001,0.08650000000000001,0.02421310244619315,0.840081721775799
346,0.08650000000000001,0.08675000000000001,0.024159253485460667,0.8382134139970454
347,0.08675000000000001,0.08700000000000001,0.024103201456653185,0.8362686700314897
348,0.08700000000000001,0.08725000000000001,0.024044998961378985,0.8342493149095984
349,0.08725000000000001,0.08750000000000001,0.023984700256176328,0.8321572310801897
350,0.08750000000000001,0.08775000000000001,0.023922361243631812,0.8299943581022813
351,0.08775000000000001,0.088,0.023858039462915093,0.8277626923166899
352,0.088,0.08825,0.023791794079652342,0.8254642864946875
353,0.08825,0.0885,0.02372368587505121,0.8231012494606881
354,0.0885,0.08875,0.02365377723419585,0.8206757456861394
355,0.08875,0.089,0.02358213213340021,0.8181899948507414
356,0.089,0.08925,0.02350881612652825,0.8156462713678216
357,0.08925,0.0895,0.02343389633017408,0.8130469038701552
358,0.0895,0.08975,0.023357441407579765,0.8103942746519871
359,0.08975,0.09,0.023279521551182458,0.8076908190635
360,0.09,0.09025,0.023200208463658244,0.8049390248531231
361,0.09025,0.0905,0.02311957533732716,0.8021414314529831
362,0.0905,0.09075,0.02303769683179995,0.7993006292033507
363,0.09075,0.091,0.022954649049687494,0.7964192585098705
364,0.091,0.09125,0.022870509510268918,0.7935000089299682
365,0.09125,0.0915,0.022785357120913362,0.7905456181813186
366,0.0915,0.09175,0.022699272146133414,0.7875588710681442
367,0.09175,0.092,0.022612336174074613,0.7845425983185571
