Observable,Valeur
theta_min,0.07633054429269918
theta_q50,2.4405105372818285
theta_q90,4.242728154641622
theta_q95,4.73045349315591
theta_q99,5.384646173275863
theta_mean,2.527219152822476
theta_std,1.1573329755645192
theta_max,6.323873326481584
