n,d,R_survie_empirique,R_survie_exponentielle
0,0.07559989218380542,0.70475,0.6007287177480497
0,0.07559989218382221,0.7045,0.6007287177480191
0,0.07559989218808226,0.70425,0.6007287177402539
0,0.07559989218809904,0.704,0.6007287177402234
0,0.07559989219250536,0.7035,0.6007287177321917
0,0.0755998921971325,0.703,0.6007287177237575
0,0.07559989220195466,0.70275,0.6007287177149676
0,0.07559989220197146,0.7025,0.600728717714937
0,0.07559989220699663,0.70225,0.6007287177057773
0,0.0755998922070134,0.702,0.6007287177057468
0,0.07559989221221643,0.7015,0.6007287176962628
0,0.0755998922176731,0.701,0.6007287176863164
0,0.07559989222335894,0.70075,0.6007287176759525
0,0.07559989222337572,0.7005,0.6007287176759218
0,0.07559989222930015,0.70025,0.6007287176651229
0,0.07559989222931691,0.7,0.6007287176650923
0,0.07559989223545613,0.6995,0.6007287176539019
0,0.07559989224188747,0.699,0.600728717642179
0,0.07559989224858796,0.69875,0.6007287176299655
0,0.07559989224860475,0.6985,0.6007287176299348
0,0.07559989225558539,0.69825,0.6007287176172107
0,0.07559989225560218,0.698,0.6007287176171802
0,0.07559989226284089,0.6975,0.6007287176039856
0,0.07559989227041672,0.697,0.6007287175901765
0,0.07559989227830849,0.69675,0.6007287175757916
0,0.07559989227832528,0.6965,0.6007287175757611
0,0.07559989228654589,0.69625,0.6007287175607766
0,0.07559989228656268,0.696,0.6007287175607461
0,0.07559989229509194,0.6955,0.6007287175451991
0,0.07559989230401096,0.695,0.6007287175289417
0,0.07559989231330062,0.69475,0.6007287175120087
0,0.07559989231331742,0.6945,0.6007287175119781
0,0.07559989232299281,0.69425,0.600728717494342
0,0.0755998923230096,0.694,0.6007287174943114
0,0.07559989233305281,0.6935,0.6007287174760049
0,0.07559989234354725,0.693,0.6007287174568758
0,0.07559989235447631,0.69275,0.6007287174369546
0,0.07559989235449309,0.6925,0.600728717436924
0,0.07559989236587435,0.69225,0.6007287174161786
0,0.07559989236589112,0.692,0.600728717416148
0,0.0755998923777093,0.6915,0.600728717394606
0,0.07559989239005058,0.691,0.6007287173721106
0,0.0755998924029011,0.69075,0.6007287173486869
0,0.0755998924029179,0.6905,0.6007287173486564
0,0.07559989241629826,0.69025,0.600728717324267
0,0.07559989241631505,0.69,0.6007287173242364
0,0.07559989243021305,0.6895,0.6007287172989034
0,0.07559989244471797,0.689,0.6007287172724641
0,0.07559989245981938,0.68875,0.6007287172449376
0,0.07559989245983614,0.6885,0.6007287172449071
0,0.07559989247555796,0.68825,0.6007287172162498
0,0.07559989247557475,0.688,0.6007287172162191
0,0.07559989249190834,0.6875,0.6007287171864466
0,0.07559989250894675,0.687,0.6007287171553893
0,0.07559989252668328,0.68675,0.6007287171230596
0,0.07559989252670006,0.6865,0.600728717123029
0,0.0755998925451627,0.68625,0.6007287170893757
0,0.07559989254517947,0.686,0.6007287170893452
0,0.07559989256436368,0.6855,0.6007287170543766
0,0.07559989258436679,0.685,0.6007287170179153
0,0.07559989260518661,0.68475,0.6007287169799654
0,0.0755998926052034,0.6845,0.6007287169799349
0,0.07559989262687247,0.68425,0.6007287169404371
0,0.07559989262688926,0.684,0.6007287169404064
0,0.07559989264940793,0.6835,0.6007287168993599
0,0.07559989267287845,0.683,0.6007287168565784
0,0.0755998926973038,0.68275,0.6007287168120564
0,0.07559989269732059,0.6825,0.6007287168120258
0,0.07559989272273873,0.68225,0.6007287167656942
0,0.07559989272275552,0.682,0.6007287167656635
0,0.0755998927491723,0.6815,0.6007287167175116
0,0.0755998927766958,0.681,0.6007287166673424
0,0.07559989280533502,0.68075,0.6007287166151395
0,0.07559989280535181,0.6805,0.6007287166151088
0,0.07559989283515088,0.68025,0.6007287165607917
0,0.07559989283516766,0.68,0.6007287165607612
0,0.07559989286613894,0.6795,0.6007287165043075
0,0.07559989289839718,0.679,0.6007287164455078
0,0.07559989293195833,0.67875,0.6007287163843333
0,0.07559989293197511,0.6785,0.6007287163843028
0,0.07559989296689056,0.67825,0.6007287163206596
0,0.07559989296690733,0.678,0.6007287163206291
0,0.07559989300319689,0.6775,0.6007287162544812
0,0.0755998930409831,0.677,0.6007287161856054
0,0.07559989308028996,0.67675,0.6007287161139577
0,0.07559989308030673,0.6765,0.6007287161139272
0,0.075599893121194,0.67625,0.6007287160393988
0,0.07559989312121078,0.676,0.6007287160393683
0,0.07559989316370691,0.6755,0.6007287159619072
0,0.07559989320794347,0.675,0.6007287158812739
0,0.07559989325395379,0.67475,0.6007287157974073
0,0.07559989325397057,0.6745,0.6007287157973766
0,0.0755998933018241,0.67425,0.6007287157101503
0,0.07559989330184087,0.674,0.6007287157101198
0,0.07559989335157608,0.6735,0.6007287156194635
0,0.07559989340333496,0.673,0.6007287155251186
0,0.07559989345716163,0.67275,0.6007287154270045
0,0.07559989345717841,0.6725,0.6007287154269739
0,0.07559989351315352,0.67225,0.6007287153249438
0,0.0755998935131703,0.672,0.6007287153249131
0,0.07559989357134396,0.6715,0.6007287152188755
0,0.07559989363187017,0.671,0.6007287151085497
0,0.07559989369480558,0.67075,0.6007287149938324
0,0.07559989369482237,0.6705,0.6007287149938019
0,0.07559989376026051,0.67025,0.6007287148745227
0,0.07559989376027729,0.67,0.6007287148744921
