Méthode,Période_h,Période_j,Écart_à_la_moyenne_h,Écart_à_la_moyenne_s,Erreur_relative_à_la_moyenne_pct
Phase géométrique,171.70916301089187,7.154548458787161,0.0015650110944136486,5.634039939889135,0.0009114396291394715
FFT interpolée,171.7044450680943,7.154351877837262,-0.00315293170316977,-11.350554131411172,0.0018362214252007002
Fermeture orbitale 3D,171.70918592040616,7.1545494133502565,0.001587920608699278,5.716514191317401,0.000924781796028124
