frequency,period,amplitude
0.012498437695288089,80.01,6127.830517826252
0.03749531308586426,26.67,2406.1347945213947
0.049993750781152355,20.0025,2268.8380825738473
0.024996875390576177,40.005,1491.1407300392239
0.07499062617172852,13.335,670.6217080995104
0.1249843769528809,8.001,661.6013379146971
0.06249218847644045,16.002,509.20398278054904
0.09998750156230471,10.00125,419.06543747430027
0.17497812773403323,5.715000000000001,290.09035368890017
0.1124859392575928,8.89,268.3569534182664
