time,x_1,y_1,vx_1,vy_1,x_2,y_2,vx_2,vy_2,x_3,y_3,vx_3,vy_3
39.94,-1.2855415237994217,0.4505830795528759,0.821258246842144,0.08740165649361065,-1.0784695075549684,0.12782567900690817,-1.2631883641857382,0.1640083300534617,2.364011031353762,-0.5784087585595945,0.4419301173435762,-0.25140998654706864
39.95,-1.2771425491714568,0.4511610107335084,0.8584697349735221,0.027257338747562046,-1.0912804821161648,0.12976009105040262,-1.2989407949774099,0.22380138914443645,2.368423031286993,-0.5809211017837215,0.4404710600038696,-0.25105872789199457
39.96,-1.2683739682727864,0.45110833046268456,0.8951255782670403,-0.03886094607276147,-1.1044465079127608,0.13232160393972983,-1.3341446698881336,0.28956880075080127,2.372820476184918,-0.5834299344022248,0.4390190916210753,-0.25070785467803613
39.97,-1.2592431729956868,0.4503608114945347,0.9308352226107796,-0.11187977947896982,-1.1179602633634136,0.13557444845339725,-1.3684093171688243,0.3622370821103632,2.3772034363584713,-0.5859352599477424,0.4375740945580267,-0.25035730263138956
39.980000000000004,-1.2497622606963588,0.4488440223684917,0.9650376964853697,-0.1929203423765555,-1.1318097201875847,0.1395930589456489,-1.4011736357187086,0.4429273507520525,2.3815719808833142,-0.588437081313951,0.43613593923332084,-0.2500070083754932
39.99,-1.2399500987935563,0.44647115948316884,0.9969243346021803,-0.2833442429820884,-1.1459760786824345,0.14446424128625068,-1.43162881771058,0.5330011533995564,2.385926177475361,-0.5909354007692299,0.4347044831083817,-0.24965691041746427
40.0,-1.2298353454035342,0.443140379258802,1.0253217992019177,-0.38480738477047083,-1.160430746953101,0.15028984072315366,-1.4586013688419865,0.6341143352330828,2.3902660923560055,-0.5934302199817659,0.4332795696400509,-0.24930695046260773
40.01,-1.2194609286749833,0.4387315654112898,1.0485126988841484,-0.49931796711582954,-1.1751308614325646,0.15718997464882353,-1.4803737261532655,0.7482750422983873,2.394591790106918,-0.5959215400599236,0.431861027269099,-0.24895707518255378
40.02,-1.2088907753552036,0.43310254296945755,1.0639574909764213,-0.6292856507840601,-1.190012558160927,0.16530681864401658,-1.4944061595635465,0.8778928893961974,2.398903333515501,-0.5984093616132843,0.43044866858710745,-0.24860723861213346
40.03,-1.1982200409596795,0.42608497497646824,1.067860710041372,-0.7775271953145774,-1.2049807424548578,0.17480870986548172,-1.496902999990607,1.0257846007308258,2.403200783413907,-0.6008936848417601,0.429042289949217,-0.2482574054162443
40.04,-1.1875907950352151,0.4174807406344323,1.0544972241815933,-0.9471435211137766,-1.219893403483814,0.18589376902879834,-1.4821388962121103,1.195051076460041,2.4074841985183992,-0.6033745096630407,0.4276416720304991,-0.24790755534626027
40.050000000000004,-1.1772160830892904,0.40706093775946023,1.0151931481842378,-1.1410700143010746,-1.2345375521938218,0.19879089813286904,-1.4414397304141644,1.3886277035746943,2.411753635282482,-0.6058518358921393,0.4262465822299087,-0.24755768927361568
40.06,-1.1674162184070078,0.394572690002106,0.9369018385915603,-1.3608624392028528,-1.2485929293832287,0.21375297348881125,-1.36175861911595,1.6080702763632728,2.416009147789606,-0.6083256634907273,0.42485678052437187,-0.24720783716041583
40.07,-1.1586705309478886,0.3797653346773262,0.800638874844631,-1.6038417244464158,-1.2615802567851007,0.23103065822905341,-1.224110906312637,1.8506997924094857,2.4202507877323587,-0.6107959929061897,0.42347203146798806,-0.24685806796306572
40.08,-1.151680372102877,0.3624590048786976,0.5812150411734158,-1.8572258401097068,-1.2727982324563516,0.2508038206364103,-1.0033071675196674,2.1037343402766937,2.424478604558598,-0.613262825514918,0.4220921263462335,-0.24650850016698303
40.09,-1.147411798267437,0.3426907097535634,0.2526452107496897,-2.088666562056138,-1.2812808476413589,0.27303545440350124,-0.6733621303985907,2.334825870343639,2.428692645908165,-0.6157261641568746,0.42071691964888314,-0.246159308287497
40.1,-1.1470237117579616,0.3209539788440598,-0.19309338531018957,-2.2390315375389758,-1.2858692467280106,0.29723203482873656,-0.22625299314058642,2.484842251975854,2.432892958485341,-0.6181860136726062,0.4193463784507577,-0.24581071443687436
40.11,-1.1515353344155144,0.29842086021487885,-0.7151396681237066,-2.2375014213538966,-1.2855442550028922,0.32222152100044565,0.297159043474253,2.482964370691212,2.4370795894177752,-0.6206423812151343,0.41798062464943553,-0.2454629493373123
40.12,-1.1612592661898389,0.2768244572434906,-1.2169715928649003,-2.0528122939090463,-1.27999332162982,0.34627081875232546,0.8003516678792428,2.2979284744110595,2.4412525878190277,-0.6230952759956259,0.4166199249856393,-0.24511618050200992
40.13,-1.1754781751840042,0.2578261577976653,-1.6022883042228755,-1.7311218669232393,-1.2699338306554158,0.36771855048948104,1.1870237051908674,1.9758923122556766,2.4454120058387883,-0.6255447082869562,0.41526459903199003,-0.24477044533243347
40.14,-1.1927970733014155,0.24236542339834533,-1.8372594507606164,-1.3595080550970666,-1.2567608252533076,0.38562526462495716,1.4233445564436875,1.6039336986558517,2.449557898554091,-0.6279906880231122,0.4139148943169106,-0.24442564355878102
40.15,-1.2117989002781475,0.23057327909793096,-1.9453732341862373,-1.0053365378781045,-1.2418914225515125,0.39985994455645574,1.5328023180898245,1.2494181279023355,2.453690322829028,-0.6304332236541963,0.4125709160963948,-0.24408159002422716
40.160000000000004,-1.2314194258789704,0.22209855643273568,-1.9676542091065072,-0.6983880009088701,-1.2263899099930382,0.4107737651958406,1.5564215757285769,0.942126079608555,2.4578093358713757,-0.6328723216283858,0.4112326333779124,-0.24373807869968075
40.17,-1.25098211572698,0.21643063461064055,-1.9385675967801048,-0.44358781884791787,-1.2109328783452864,0.41887735180113417,1.5286676752423987,0.6869827425083603,2.4619149940716336,-0.6353079864115841,0.4098999215376881,-0.2433949236604383
40.18,-1.2700971339821288,0.2130711213424526,-1.8810843773708108,-0.2354225652930259,-1.1959102183076922,0.42466909944412395,1.4725117721833747,0.4784745406465032,2.466007352289188,-0.6377402207863859,0.40857260518741795,-0.2430519753534736
40.19,-1.2885560547955663,0.21159390520520002,-1.8090856356370337,-0.06576385217390841,-1.181530408713207,0.4285751210277764,1.401835146999712,0.30847297459840156,2.4700864635081405,-0.6401690262327857,0.4072504886373037,-0.24270912242448922
40.2,-1.3062575856957401,0.2116532218195667,-1.7305957255817692,0.07306152840641515,-1.167894793040175,0.4309411814724303,1.3246623511920688,0.1693047591051374,2.474152378735282,-0.6425944032918063,0.40593337438968247,-0.24236628751154854
40.21,-1.3231616462883697,0.21297370979578217,-1.6501436725216534,0.18741354359997667,-1.1550435007505815,0.4320426420809733,1.2455225992054726,0.05460987781025621,2.4782051470383175,-0.6450163518765647,0.4046210733161629,-0.24202342141022876
40.22,-1.339262381302975,0.21533675989187828,-1.5702307792294847,0.2823079489520439,-1.1429824343558135,0.4320981116334801,1.1669173694962032,-0.040627451509615733,2.482244815658155,-0.6474348715251675,0.40331340973326374,-0.2416804974424242
40.230000000000004,-1.3545725806591489,0.2185680551182583,-1.4921919910310106,0.3616288204447304,-1.131698849497273,0.4312819064829949,1.0901817675008254,-0.12029131382051775,2.486271430155788,-0.6498499616010622,0.40201022353016724,-0.2413375066242085
40.24,-1.3691147264240415,0.22252748647283369,-1.4166924540607637,0.42837234570392807,-1.1211703081480366,0.42973413497688373,1.015981083404436,-0.18737789198528568,2.490285034571444,-0.6522616214495265,0.4007113706563096,-0.24099445371863862
40.25,-1.3829158547567417,0.22710136276068615,-1.3440134038811231,0.4848571715470617,-1.1113698168276487,0.4275684877582701,0.9445966811503856,-0.2442058174670774,2.4942856715837562,-0.6546698505187651,0.3994167227307193,-0.2406513540799802
40.26,-1.396004618601406,0.2321964977756073,-1.2742176624448873,0.5328895673218794,-1.1022687640617594,0.42487815067740176,0.8760914962368908,-0.2925813361706711,2.498273382662531,-0.6570746484528179,0.3981261662079781,-0.24030823115120442
40.27,-1.4084096289537928,0.23773574089367536,-1.2072461166038615,0.5738882764575891,-1.0938385792588838,0.42174027426867333,0.8104065152574365,-0.33392316197496097,2.502248208212042,-0.6594760151621576,0.39683960134640683,-0.23996511448262414
40.28,-1.4201585433792983,0.2436545899188099,-1.1429742886685714,0.6089775236910764,-1.086051644324938,0.41821936095797674,0.7474173475539889,-0.36935548553132175,2.506210187703602,-0.6618739508765954,0.3955569411145643,-0.2396220381597506
40.29,-1.4312775930656414,0.2498986081881721,-1.0812455737158975,0.6390560664323273,-1.0788817667322383,0.4143698479961664,0.6869674636064086,-0.3997770268814854,2.510159359797245,-0.6642684561841472,0.3942781101094707,-0.23927903955083785
40.300000000000004,-1.4417913677367526,0.2564214394679625,-1.021890695806951,0.66484859244914,-1.0723043947166748,0.4102380925908885,0.6288876522817637,-0.42591243414465696,2.5140957624527926,-0.6666595320586597,0.3930030435251694,-0.23893615830447898
40.31,-1.4517227501870296,0.2631832687004911,-0.9647389487684479,0.6869441891402481,-1.0662966828445424,0.4058639111781312,0.5730072625800186,-0.44835075359726595,2.5180194330309367,-0.6690471798784309,0.3917316861884116,-0.23859343554297824
40.32,-1.461092936792663,0.27014961778142094,-0.9096245092996709,0.7058253483739889,-1.0608374715930413,0.401281783656353,0.5191605176312319,-0.46757443516387837,2.521930408385069,-0.6714314014375825,0.39046399166842083,-0.23825091321010666
40.33,-1.4699215049893966,0.2772903948099246,-0.856389786779915,0.7218900106717866,-1.0559072199557853,0.3965218041417947,0.46718986531969353,-0.48398137713078754,2.5258287249445464,-0.673812198951528,0.3891999214602033,-0.2379086335409952
40.34,-1.4782265044842864,0.2845791366493389,-0.804886994128325,0.7354684577993195,-1.051487914306521,0.3916104384085037,0.4169475498905551,-0.49790181916992704,2.5297144187901717,-0.6761895750576512,0.3879394442377518,-0.23756663862938845
40.35,-1.4860245585907406,0.29199240040529634,-0.754978661684669,0.7468363666791387,-1.0475629671324045,0.38657113240694996,0.36829612651199584,-0.5096113966061724,2.533587525722509,-0.6785635328120548,0.386682535172655,-0.23722497007296223
40.36,-1.4933309673141781,0.2995092703503919,-0.7065375354206934,0.7562249780998251,-1.0441171140101748,0.38142480533290696,0.32110836010846044,-0.5193413094182964,2.5374480813237166,-0.6809340756831074,0.38542917531221493,-0.23688366868152483
40.37,-1.500159807362636,0.3071109549387084,-0.6594461295917314,0.7638290775331322,-1.041136313651417,0.37619025260379296,0.2752667785807737,-0.5272863032967323,2.5412961210134166,-0.6833012075423098,0.38417935101093975,-0.2365427742363958
40.38,-1.506524026886003,0.314780455107603,-0.6135961003207048,0.769813306640388,-1.0386076532137627,0.37088447754557974,0.23066304690983339,-0.5336109813489843,2.545131680099129,-0.6856649326529911,0.38293305341085343,-0.23620232529139973
40.39,-1.5124355334055328,0.32250228890387744,-0.5688875406131375,0.7743171873532722,-1.0365192604168232,0.3655229667534945,0.1871972626481959,-0.5384548283452106,2.548954793821719,-0.6880252556571802,0.38169027796492366,-0.23586235900805752
40.4,-1.5179052745113197,0.33026226109188067,-0.5252282570264816,0.7774591453907675,-1.0348602228856245,0.36011992046929353,0.14477723302749368,-0.5419362343716165,2.552765497396307,-0.6903821815609825,0.38045102399897,-0.235522911019147
40.410000000000004,-1.5229433114804913,0.3380472689990007,-0.48253306325901046,0.779339751438499,-1.0336205145690862,0.3546884467199001,0.10331776895066362,-0.544155736122929,2.55656382604894,-0.6927357157187091,0.37921529430832895,-0.235184015315566
40.42,-1.527558885941388,0.3458451375231581,-0.440723110016182,0.7800443436498675,-1.0327909291086435,0.3492407262929992,0.06274001523103387,-0.5451986394970189,2.560349815049394,-0.6950858638159655,0.37798309478513015,-0.23484570415284461
