time,r12,r13,r23
64.33,0.38017749114859206,8.70136782481988,9.014595569335471
64.34,0.39681384383964313,8.696883361851803,9.028318726578371
64.35,0.41233135172247926,8.692922266336213,9.041502914078544
64.36,0.4268075186635204,8.689451456974115,9.054181867591112
64.37,0.44030762866650497,8.68644293957803,9.066384177405784
64.38,0.4528871997504545,8.683872829298616,9.07813427562995
64.39,0.46459381935185134,8.681720611270709,9.08945318305506
64.4,0.47546854203147504,8.679968572310468,9.100359083480635
64.41,0.48554697065037206,8.678601357823958,9.110867771695743
64.42,0.4948601040761799,8.677605622077762,9.120993007226064
64.43,0.5034350097582289,8.67696974921339,9.130746796656418
64.44,0.5112953627012385,8.676683628729599,9.140139620946087
64.45,0.5184618811480147,8.676738473461953,9.149180619816375
64.46000000000001,0.5249526812098991,8.677126671200892,9.157877742150887
64.47,0.5307835670873363,8.677841663281841,9.166237869139488
64.48,0.5359682695083894,8.678877845065008,9.174266915298801
64.49,0.5405186418984615,8.680230484458678,9.181969911254434
64.5,0.5444448217209163,8.681895655479424,9.189351071324115
64.51,0.5477553626034497,8.683870184579288,9.196413848196185
64.52,0.5504573418006782,8.686151607913214,9.203160976552326
64.53,0.5525564462114839,8.688738138265586,9.209594506930657
64.54,0.5540570397129092,8.691628640561941,9.2157158309181
64.55,0.5549622137354187,8.69482261524192,9.221525698406776
64.56,0.5552738225302375,8.698320188987537,9.227024227429517
64.57000000000001,0.5549925040656871,8.702122112531965,9.23221090685623
64.58,0.5541176871672757,8.70622976543557,9.23708459207085
64.59,0.552647585105251,8.710645167912663,9.241643493549596
64.6,0.5505791754304917,8.715371000004527,9.245885158048152
64.61,0.5479081654970253,8.720410628590392,9.249806441908385
64.62,0.5446289427256604,8.725768142948173,9.253403475773382
64.63,0.5407345082040901,8.731448399840497,9.256671619735064
64.64,0.5362163917332939,8.73745707939609,9.259605407642246
64.65,0.5310645455837111,8.743800753551607,9.262198478800304
64.66,0.5252672137768839,8.750486969130588,9.264443494980197
64.67,0.5188107723548591,8.757524348442171,9.266332039845771
64.68,0.5116795354048628,8.764922710781528,9.26785449740488
64.69,0.5038555189415758,8.772693219798407,9.2689999045023
64.7,0.49531815374356974,8.780848562476557,9.269755771588096
64.71000000000001,0.48604393459614575,8.789403167730107,9.27010786372388
64.72,0.47600598938959426,8.798373475218451,9.27003993118224
64.73,0.46517354629084723,8.807778268426585,9.269533375531186
64.74,0.4535112692850596,8.817639091237032,9.26856683189142
64.75,0.4409784210644208,8.827980774671508,9.26711564056585
64.76,0.42752779607406405,8.838832111244292,9.265151170420532
64.77,0.413104342447631,8.850226730534958,9.26263994014522
64.78,0.3976433537349941,8.862204255040453,9.259542457934543
64.79,0.3810680540590255,8.874811854584346,9.25581166069263
64.8,0.3632863052993229,8.888106382942787,9.251390768116089
64.81,0.3441860083077937,8.902157389841614,9.246210256876202
64.82000000000001,0.3236284954679963,8.917051495977178,9.240183464466195
64.83,0.30143871299873426,8.93289897857973,9.233199970207497
64.84,0.27739002887456893,8.949844123969436,9.225115187509225
64.85,0.2511795231271862,8.968082401565301,9.21573309371767
64.86,0.2223852061873876,8.987890975733219,9.204775538624396
64.87,0.190385762664496,9.009688041477409,9.191822539959688
64.88,0.15419337853351647,9.034163522383743,9.176180720344764
64.89,0.11205740992486302,9.062624101568252,9.15653578917795
64.9,0.06057732653500665,9.098155885282367,9.129779816431501
64.91,0.033109274560232424,9.130410850888138,9.10626390034495
64.92,0.08905830807048572,9.11318396448978,9.132475137227749
64.93,0.13507374085275412,9.096642591147246,9.157990344728221
64.94,0.1737973766188646,9.082573700729995,9.181001701127071
64.95,0.20763229925464768,9.07038616381472,9.20210296027178
64.96000000000001,0.2378546186073335,9.059670394514846,9.221706604870029
64.97,0.26523005415189643,9.050155249716306,9.240086111051228
64.98,0.2902616903893825,9.041652646151586,9.257431423573653
64.99,0.3133020335564892,9.034026058520746,9.273880584336082
65.0,0.33461004512929277,9.02717264622873,9.2895376984301
65.01,0.3543829339399154,9.02101261170916,9.304483639715665
65.02,0.3727751659159301,9.015482543042937,9.318782752517498
65.03,0.38991047747998486,9.010531063814724,9.332487233178943
65.04,0.4058898140738808,9.006115882999529,9.345640102982985
65.05,0.42079677205618776,9.002201730086961,9.3582772899748
65.06,0.4347014452949715,8.998758870296314,9.370429126605947
65.07000000000001,0.4476632155600346,8.995762011908072,9.382121452345341
65.08,0.4597328221676976,8.993189485913629,9.39337644184784
65.09,0.47095392666667407,8.991022619355448,9.404213237854856
65.1,0.48136431552404346,8.989245249375958,9.414648442194533
