time,theta_deg
42.76,3.8860638632714473
42.77,3.4709841029614026
42.78,3.132731722585717
42.79,2.8540343242566455
42.800000000000004,2.622113434868924
42.81,2.4274074865798414
42.82,2.26267961481894
42.83,2.1223826052689763
42.84,2.0022114237755395
42.85,1.898786719930721
42.86,1.8094232660815595
42.87,1.7319645920346736
42.88,1.6646628366901237
42.89,1.6060856846011549
42.9,1.5550505049733523
42.910000000000004,1.5105744021061698
42.92,1.4718334479521038
42.93,1.4381352321495522
42.94,1.40889346206358
42.95,1.383613536087079
42.96,1.3618751722031173
42.97,1.3433235116646984
42.980000000000004,1.3276596297553644
42.99,1.314632899156752
43.0,1.304038413349095
43.01,1.2957075961304465
43.02,1.2895095558268141
43.03,1.2853453516367617
43.04,1.2831465200356738
43.050000000000004,1.2828754558752988
43.06,1.2845206972502476
43.07,1.288099594502295
43.08,1.2936572351420406
43.09,1.3012647406077917
43.1,1.3110228054367485
43.11,1.3230633494487944
43.12,1.3375454557323614
43.13,1.3546649367465529
43.14,1.374652823597737
43.15,1.3977789696850031
43.160000000000004,1.4243602164272586
43.17,1.4547616715634533
43.18,1.489406546960948
43.19,1.528784938946098
43.2,1.573463809131693
43.21,1.624103830646289
43.22,1.6814733039741598
43.230000000000004,1.7464739999644847
43.24,1.8201672327017266
43.25,1.9038117620879633
43.26,1.9989077769487902
43.27,2.107256437537869
43.28,2.2310360622718117
43.29,2.372897253926011
43.300000000000004,2.5360888299351303
43.31,2.7246191591107483
43.32,2.943461220802463
43.33,3.1988185988108295
43.34,3.4984543732597335
43.35,3.8520933482656368
43.36,4.271887418518886
43.37,4.772876916903686
43.38,5.373326115820812
43.39,6.094583197590551
43.4,6.959851672296152
43.410000000000004,7.990761939904275
43.42,9.200304515843852
43.43,10.581316467795165
43.44,12.0932091735709
43.45,13.656943078653905
43.46,15.17184776946923
43.47,16.544326762345865
43.480000000000004,17.65991236306846
43.49,18.255078232189952
43.5,17.918898361184763
43.51,16.482221090684472
43.52,14.307936785210755
43.53,11.982386153504079
43.54,9.901952240984006
43.550000000000004,8.20014325670663
43.56,6.861094821971419
43.57,5.819476175715844
43.58,5.007220471741888
43.59,4.368096501588797
43.6,3.859321839663252
43.61,3.449324437783569
43.62,3.1149947406903506
43.63,2.8393615114849347
43.64,2.609863232470615
43.65,2.417096939568927
43.660000000000004,2.2539397596131368
43.67,2.114929606389198
43.68,1.9958245515993738
43.69,1.8932922221472988
43.7,1.8046837455015663
43.71,1.727870649493027
43.72,1.6611260886553947
43.730000000000004,1.6030348458113963
43.74,1.5524283255967664
43.75,1.5083327743471815
43.76,1.4699345469544298
43.77,1.4365466909774725
43.78,1.4075901680792697
43.79,1.38257303211974
43.800000000000004,1.3610808881709293
43.81,1.342760693743794
43.82,1.3273171120447902
43.83,1.31450196897486
43.84,1.3041109907835988
43.85,1.295979722700448
43.86,1.2899770077874821
43.87,1.2860065141305574
43.88,1.2840012783950068
43.89,1.283923802055318
43.9,1.2857660305692042
43.910000000000004,1.289545384214188
43.92,1.2953083832547052
43.93,1.3031295370685412
43.94,1.3131097118393629
43.95,1.3253809301843293
43.96,1.3401092032492046
43.97,1.35748891563756
43.980000000000004,1.3777545129728632
43.99,1.4011804412878932
44.0,1.4280844816220415
44.01,1.4588376966760008
44.02,1.4938673729627658
44.03,1.533668828630724
44.04,1.5788159982951908
44.050000000000004,1.629975674335197
44.06,1.6879266758089733
44.07,1.7535803984052925
44.08,1.8280113005244671
44.09,1.9124933129332293
44.1,2.0085455583514547
44.11,2.1179924310056144
44.12,2.243039875642768
44.13,2.3863738124535616
44.14,2.5512859112206856
44.15,2.741837798514776
44.160000000000004,2.9630692298574806
44.17,3.221263502019222
44.18,3.5242836415387724
44.19,3.881970228619708
44.2,4.306607345258624
44.21,4.813371514182382
44.22,5.420637344252629
44.230000000000004,6.1497807990980355
44.24,7.023837139587974
44.25,8.06389635354716
44.26,9.281827856016843
44.27,10.668687439163365
44.28,12.181882018461922
44.29,13.741432006815343
44.300000000000004,15.248091848575072
44.31,16.609992605523296
44.32,17.706717177938124
44.33,18.258999681101134
44.34,17.854365054071046
44.35,16.35491648842542
44.36,14.153674181685428
44.37,11.835134623224329
44.38,9.77764540128204
44.39,8.101059944632084
44.4,6.783795675938326
44.410000000000004,5.759344498976496
44.42,4.960152888795854
44.43,4.330877926882393
44.44,3.829549349628199
44.45,3.4252329554638052
44.46,3.095284431620164
44.47,2.8230751164986567
44.480000000000004,2.5962842093800957
44.49,2.4056864044046073
44.5,2.244286182159333
44.51,2.106715472127556
44.52,1.988802949452976
44.53,1.8872679634405942
44.54,1.7995025220599021
44.550000000000004,1.7234088670923453
44.56,1.657283318563367
44.57,1.599730424460228
44.58,1.5495956135562778
44.59,1.5059184148824536
44.6,1.4678926152906544
44.61,1.4348414422939562
44.62,1.4061905494949782
44.63,1.381455261779205
44.64,1.3602229866477917
44.65,1.3421471527231945
44.660000000000004,1.3269339245690783
44.67,1.3143389194707482
44.68,1.3041604358601773
44.69,1.2962344562157524
44.7,1.2904343941407797
44.71,1.2866638915111714
44.72,1.2848584996294823
44.730000000000004,1.2849828566139159
44.74,1.287028811234135
44.75,1.2910172690615636
44.76,1.2969960229648103
44.77,1.3050398968685684
44.78,1.3152542700289618
44.79,1.3277726043453428
44.800000000000004,1.3427595001779709
44.81,1.3604165084485538
44.82,1.3809796693330332
44.83,1.404724876613474
44.84,1.4319761469646477
44.85,1.463106243946449
44.86,1.49854887689658
44.87,1.5388049003080908
44.88,1.5844547462376575
44.89,1.6361735310835204
44.9,1.6947486913885803
44.910000000000004,1.7611041183280318
44.92,1.8363277724739338
44.93,1.9217096683435269
44.94,2.018790097345099
44.95,2.129418186370403
44.96,2.2558305778779504
44.97,2.4007515176779437
44.980000000000004,2.5675202140813638
44.99,2.7602564445677644
45.0,2.9840732406915884
45.01,3.2453435525475847
45.02,3.5520387352005716
45.03,3.9141308768490854
45.04,4.344046605583668
45.050000000000004,4.857117193342611
45.06,5.4718382095487135
45.07,6.209616601426428
45.08,7.093298841252501
45.09,8.143374034344792
45.1,9.370467468944861
45.11,10.763673376456483
45.12,12.2782168266848
45.13,13.83312284431283
45.14,15.33063649465
45.15,16.680331094849283
45.160000000000004,17.754575737818776
45.17,18.257538972865458
45.18,17.7779851106613
45.19,16.21337550467878
45.2,13.986803731705866
45.21,11.678223694424512
45.22,9.646280276903008
45.230000000000004,7.996822349272734
45.24,6.702672592622216
45.25,5.6963206167044405
45.26,4.910857561738494
45.27,4.291915799623514
45.28,3.7983945492600095
45.29,3.4000321299690652
45.300000000000004,3.074678696094017
45.31,2.8060594822333793
45.32,2.582110775149469
45.33,2.3937891629860015
45.34,2.2342347548104637
45.35,2.098176696322142
45.36,1.9815170522546324
45.37,1.8810307253165377
45.38,1.7941502920745167
45.39,1.7188111713143226
45.4,1.6533346990412991
45.410000000000004,1.5963444912586628
45.42,1.5467019439541239
45.43,1.5034590599974755
45.44,1.4658206717770164
45.45,1.4331165797844623
45.46,1.4047807460588202
45.47,1.380333616480276
45.480000000000004,1.3593682021743898
45.49,1.341541121665438
45.5,1.3265619556211965
45.51,1.3141906473079337
45.52,1.30422682830627
45.53,1.296510336215856
45.54,1.2909153869938133
45.550000000000004,1.2873479412463997
45.56,1.285746353484882
45.57,1.2860760509662699
45.58,1.288331407768588
45.59,1.2925349557816395
45.6,1.298735389244493
45.61,1.307010391588826
45.62,1.3174673390550506
45.63,1.330240849293623
45.64,1.3454999696543128
45.65,1.3634467321954518
45.660000000000004,1.3843194698781176
45.67,1.4084001357142584
45.68,1.436014345860616
45.69,1.4675401927994938
45.7,1.5034160471237716
45.71,1.5441478165832139
45.72,1.5903245148327556
45.730000000000004,1.642628317622406
45.74,1.7018574479368198
45.75,1.76894628234803
45.76,1.84499851260919
45.77,1.9313213361785375
45.78,2.029475715054611
45.79,2.1413377227849133
45.800000000000004,2.269176410087127
45.81,2.4157555721938095
45.82,2.584464655216657
45.83,2.779485437928616
45.84,3.0060065197496724
45.85,3.2704968387754927
45.86,3.5810399577165577
45.87,3.94774443918028
45.88,4.383189708490735
45.89,4.902860105090039
45.9,5.5253751705454155
45.910000000000004,6.272159523862121
45.92,7.165839563013816
45.93,8.226240996530644
45.94,9.462648409128755
45.95,10.862087390980133
45.96,12.37755834012824
45.97,13.927194359582025
45.980000000000004,15.414871739253469
45.99,16.751253535386372
46.0,17.800319770383144
46.01,18.249497303045814
46.02,17.69183139990743
46.03,16.06277056882628
46.04,13.813843644367449
46.050000000000004,11.517876057457562
46.06,9.513056908745476
46.07,7.891528727099913
46.08,6.62089151645403
46.09,5.632848410791582
46.1,4.861236632877751
46.11,4.252708549438879
46.12,3.7670532164028487
46.13,3.3746897398506057
46.14,3.0539679737870844
46.15,2.7889693787453638
46.160000000000004,2.5678881100563795
46.17,2.3818650374287187
46.18,2.2241747063974384
46.19,2.0896454078088618
46.2,1.9742518654058865
46.21,1.874824865558525
46.22,1.7888392337678396
46.230000000000004,1.714261638232694
46.24,1.6494397851729263
46.25,1.593016807508087
46.26,1.543869502928057
46.27,1.5010631976230098
46.28,1.4638124212076788
46.29,1.4314565529927208
46.300000000000004,1.4034352164229946
46.31,1.3792757634171364
46.32,1.3585758325366473
46.33,1.3409962376527629
46.34,1.326251158624062
46.35,1.3141015297646983
46.36,1.3043525531321698
46.37,1.2968446096122939
46.38,1.2914550098333326
46.39,1.2880923595027824
46.4,1.2866952192612244
46.410000000000004,1.287232857951869
46.42,1.2897005601901157
46.43,1.294122205237185
46.44,1.3005499727207703
46.45,1.309062145357569
46.46,1.3197666810813802
46.47,1.3328040963118344
46.480000000000004,1.348342717035959
46.49,1.3665877617988056
46.5,1.3877820504729974
46.51,1.4122080686675786
46.52,1.4401969938830925
46.53,1.4721312725526055
46.54,1.5084533061358891
