time,E12,E13,E23
13.26,0.8474968598913979,-1.3072658969274373,0.9676559949384449
13.27,0.7858494111207415,-1.3072988264305252,0.9836295661987335
13.280000000000001,0.6994307759213447,-1.3072716179332833,0.9609480263527994
13.290000000000001,0.6011848689513424,-1.3071897805167296,0.909370961376999
13.3,0.5023181164202069,-1.3070655290390905,0.8410068757196991
13.31,0.409877591573945,-1.3069131751995617,0.7659507510054258
13.32,0.32708308000002917,-1.3067459318855632,0.6908713228623047
13.33,0.25466146466442346,-1.3065745265604725,0.6194595959022025
13.34,0.19204752594351682,-1.3064069963593297,0.5533950831977708
13.35,0.13815150246472374,-1.3062490253800516,0.4931799702744947
13.36,0.09176693591737689,-1.3061044313554424,0.43869777208951993
13.370000000000001,0.05175714772098072,-1.305975625598807,0.38954384440876394
13.38,0.01712430183095992,-1.3058639896161306,0.3452063680418959
13.39,-0.012977572715156038,-1.3057701637687549,0.3051592138267232
13.4,-0.03925336745654795,-1.3056942617217082,0.268905894001139
13.41,-0.06228582033100821,-1.3056360265402291,0.23599749054827734
13.42,-0.08255551238349865,-1.3055949443032178,0.20603730653576552
13.43,-0.10045908039957316,-1.305570325260569,0.17867912880548165
13.44,-0.11632475422820227,-1.3055613661034582,0.15362273228107604
13.450000000000001,-0.13042518185736232,-1.3055671854190969,0.13060848607909348
13.46,-0.14298783722896252,-1.3055868627493652,0.10941196952446375
13.47,-0.15420339547137424,-1.3056194559891694,0.08983900753572416
13.48,-0.164232449511511,-1.3056640189512945,0.07172127724166844
13.49,-0.17321089553866667,-1.3057196111681346,0.05491250775640122
13.5,-0.18125425884279495,-1.3057853084984803,0.039285235618805536
13.51,-0.18846117811693947,-1.305860207570463,0.024728056000502763
13.52,-0.19491622228373023,-1.3059434280324898,0.01114330285640508
13.530000000000001,-0.200692177746247,-1.306034118222993,-0.0015549068128968835
13.540000000000001,-0.20585191283949378,-1.3061314542528335,-0.013442320474332137
13.55,-0.21044990510596562,-1.3062346422781375,-0.024585940284394536
13.56,-0.2145334973345202,-1.3063429169223215,-0.03504519738559425
13.57,-0.21814393577638563,-1.306455543799959,-0.04487294696758898
13.58,-0.2213172310372733,-1.3065718168984524,-0.05411631229862296
13.59,-0.22408487556640766,-1.3066910595502672,-0.0628174035516012
13.6,-0.22647444320641635,-1.3068126221464202,-0.07101393071284795
13.61,-0.22851009255900495,-1.3069358826003725,-0.07873972843739419
13.620000000000001,-0.23021299049413244,-1.3070602454095592,-0.0860252060703795
13.63,-0.23160166947997424,-1.307185139966534,-0.09289773451548614
13.64,-0.23269233006376805,-1.3073100207520998,-0.09938197998330678
13.65,-0.23349909689003823,-1.307434365256965,-0.1055001918722196
13.66,-0.23403423605721668,-1.3075576733996497,-0.11127245213974679
13.67,-0.23430833966851505,-1.3076794680941295,-0.11671689157605836
13.68,-0.23433048192509418,-1.3077992924799438,-0.12184987695455013
13.69,-0.2341083515220943,-1.3079167102176743,-0.12668617392466583
13.700000000000001,-0.23364836317690296,-1.3080313049275587,-0.13123908833233242
13.71,-0.23295575092685517,-1.3081426786547954,-0.13552058861730387
13.72,-0.23203464569253712,-1.3082504512542767,-0.1395414119645644
13.73,-0.23088813897011162,-1.3083542614645969,-0.14331115620062335
13.74,-0.22951833349182416,-1.3084537646313694,-0.14683835826286756
13.75,-0.22792638270354143,-1.3085486326289444,-0.1501305614304583
13.76,-0.22611251975190466,-1.308638553955775,-0.15319437214774562
13.77,-0.22407607653130085,-1.308723233181874,-0.15603550715987102
13.780000000000001,-0.2218154933397739,-1.3088023900779788,-0.15865883174694415
13.790000000000001,-0.21932831962412158,-1.308875759564366,-0.16106838981539756
13.8,-0.21661120597271358,-1.3089430927855805,-0.16326742626863133
13.81,-0.21365988689433404,-1.3090041557882757,-0.1652584013959002
13.82,-0.21046915459709467,-1.3090587292641258,-0.16704299790204663
13.83,-0.20703282351485544,-1.3091066092509793,-0.16862212064053173
13.84,-0.2033436849055391,-1.3091476080673266,-0.16999588876482274
13.85,-0.19939345046423942,-1.3091815535542959,-0.1711636196520126
13.86,-0.1951726843513426,-1.3092082882756308,-0.17212380449454984
13.870000000000001,-0.19067072274104577,-1.30922767014057,-0.17287407522454118
13.88,-0.18587557959554613,-1.3092395752942767,-0.17341116209451343
13.89,-0.18077383639156894,-1.3092438999140523,-0.17373084033330768
13.9,-0.17535051289197012,-1.3092405550695023,-0.17382786380096657
13.91,-0.16958891918140656,-1.3092294720183324,-0.1736958867738003
13.92,-0.16347048367267486,-1.3092106027448018,-0.1733273696763174
13.93,-0.15697455420171208,-1.3091839204096734,-0.1727134671111437
13.94,-0.15007816826223547,-1.3091494209653454,-0.1718438956901514
13.950000000000001,-0.14275578728682486,-1.3091071260254399,-0.17070677826198444
13.96,-0.13497898822520893,-1.3090570832494903,-0.16928845976796847
13.97,-0.12671610599957736,-1.3089993694859499,-0.16757329058191575
13.98,-0.1179318173605137,-1.308934093183776,-0.1655433705643793
13.99,-0.10858665548455934,-1.308861396421014,-0.16317824630089503
14.0,-0.09863644293749299,-1.308781459842462,-0.1604545527937194
14.01,-0.08803162620576879,-1.3086945050371195,-0.15734558710136673
14.02,-0.07671649351385704,-1.3086007996941995,-0.15382080055103037
14.030000000000001,-0.06462825169677303,-1.3085006617057515,-0.1498451910273939
14.040000000000001,-0.05169593392733876,-1.3083944652344732,-0.1453785735983092
14.05,-0.03783910273218066,-1.3082826472602038,-0.14037470123587428
14.06,-0.022966305107197882,-1.3081657146694499,-0.13478020041471375
14.07,-0.006973226730876081,-1.3080442518745572,-0.1285332770110493
14.08,0.01025951890951976,-1.3079189313738495,-0.12156213645149924
14.09,0.028869045504398172,-1.3077905238491803,-0.11378304585021887
14.1,0.049013386833256345,-1.3076599105087217,-0.10509794742045461
14.11,0.07087533884882802,-1.307528096789545,-0.09539150741986321
14.120000000000001,0.0946670775919673,-1.3073962284372598,-0.08452745490853894
14.13,0.12063568970426708,-1.3072656098552349,-0.07234402793816175
14.14,0.14906974687277724,-1.3071377200213217,-0.05864830284171954
14.15,0.18030701011563033,-1.3070142376435199,-0.04320914365431777
14.16,0.21474323374529763,-1.306897067245914,-0.025748478125965313
14.17,0.25284177024446197,-1.3067883424267952,-0.005930620286169863
14.18,0.295143092520851,-1.3066904721669952,0.016650503357437396
14.19,0.3422722162088422,-1.3066061321298907,0.042486007626986844
14.200000000000001,0.39493972826756724,-1.306538271586942,0.07216742852617997
14.21,0.45392779809021305,-1.3064900775170987,0.10639963158073346
14.22,0.5200444305361112,-1.30646489375636,0.14600371137987045
14.23,0.5940146150116059,-1.3064660422545016,0.191893614230411
14.24,0.6762526215000413,-1.306496496043251,0.24499368656253906
14.25,0.7664250193933815,-1.3065583040045734,0.30603621624753
14.26,0.8626848488882553,-1.3066516600977076,0.37514042840017797
14.27,0.9605019676621193,-1.306773535374984,0.45105769694880676
14.280000000000001,1.0513100199586303,-1.306916000927151,0.5300796846908069
14.290000000000001,1.1219678735591767,-1.307064890635477,0.6050534881062133
14.3,1.156988703004514,-1.3072002277199424,0.665747421095273
14.31,1.1447227978922991,-1.3072999410509958,0.7019464071387578
14.32,1.0843392355896713,-1.307346396662398,0.7083667535699931
14.33,0.9870228037132325,-1.307332042485137,0.6873461851366669
14.34,0.8697819510574567,-1.3072603430288883,0.6467465313376882
14.35,0.7479108521044602,-1.3071422449740568,0.5955538729253758
14.36,0.6314101810685712,-1.3069914754228513,0.5408611500901737
14.370000000000001,0.5252274747326573,-1.3068211726800416,0.4871245017852056
14.38,0.43093133242662746,-1.306642321132916,0.43666804414159893
14.39,0.3482678971494667,-1.3064634125096277,0.3904453809015758
14.4,0.27617698819478337,-1.3062906841550248,0.3486430409673834
14.41,0.21334756965321222,-1.3061285398825437,0.3110648550705311
14.42,0.15848448775441565,-1.3059799692557665,0.2773505666709553
14.43,0.11041845401905237,-1.3058469010316396,0.24709102653426523
14.44,0.06813850227271723,-1.305730480319214,0.21988460935481619
14.450000000000001,0.030789389614566842,-1.3056312778889805,0.19536203830181914
14.46,-0.002344810659472951,-1.3055494460622936,0.17319496583276678
14.47,-0.031860900966282746,-1.3054848333674676,0.15309661754969417
14.48,-0.0582561525137813,-1.305437071899571,0.134818864020275
14.49,-0.08194563564474278,-1.3054056325878596,0.11814795228690839
14.5,-0.10327687773116953,-1.3053898804193578,0.10289998953200358
14.51,-0.12254197493940994,-1.305389104406271,0.08891668496647825
14.52,-0.1399874776346152,-1.305402538618492,0.07606154989261799
14.530000000000001,-0.15582241353282927,-1.305429389911139,0.06421660279245134
14.540000000000001,-0.1702247860689247,-1.3054688459395827,0.05327956309847298
14.55,-0.18334684009125274,-1.3055200860843654,0.04316148158811056
14.56,-0.19531933771671456,-1.3055822918442834,0.0337847490550966
14.57,-0.2062550401661094,-1.3056546504715931,0.02508142757163684
14.58,-0.2162515532897285,-1.3057363602441703,0.016991851495447796
14.59,-0.22539366192848892,-1.3058266323278702,0.009463454223954781
14.6,-0.23375525300267028,-1.3059246948478413,0.0024497816860020727
14.61,-0.24140090594163577,-1.3060297929244302,-0.0040903380136390055
14.620000000000001,-0.24838721361626354,-1.3061411904039733,-0.01019349613177678
14.63,-0.25476388359919555,-1.3062581693756559,-0.015892297051092463
14.64,-0.26057466009762625,-1.3063800324384605,-0.021215863161775927
14.65,-0.2658580981100664,-1.3065061008931198,-0.02619026420990167
14.66,-0.27064821610056683,-1.3066357160179538,-0.03083888468782836
14.67,-0.2749750475737053,-1.3067682376767333,-0.035182738040581474
14.68,-0.27886510875816983,-1.3069030444559817,-0.03924073692453803
14.69,-0.2823417959954191,-1.3070395341912473,-0.04302992603078781
14.700000000000001,-0.28542572381803,-1.3071771220316104,-0.04656568257075583
14.71,-0.2881350132428889,-1.3073152411488778,-0.0498618902228114
14.72,-0.290485537471447,-1.3074533418276146,-0.052931089517277125
14.73,-0.29249113127474435,-1.3075908902280622,-0.05578460824597006
14.74,-0.2941637693412353,-1.3077273693856255,-0.05843267522489062
14.75,-0.2955137174608387,-1.3078622781370879,-0.060884518709665575
14.76,-0.2965496601552937,-1.3079951300860397,-0.06314845187595061
14.77,-0.29727880770268883,-1.308125454010126,-0.06523194731546023
14.780000000000001,-0.2977069847082773,-1.3082527932994257,-0.06714170133269318
14.790000000000001,-0.2978387021520983,-1.3083767049269794,-0.06888368929401986
14.8,-0.2976772145456915,-1.3084967594061627,-0.07046321335545316
14.81,-0.29722456338493886,-1.3086125418092687,-0.0718849433151324
14.82,-0.2964816075561386,-1.308723649778394,-0.0731529503622795
14.83,-0.2954480416993753,-1.3088296939296862,-0.07427073541778903
14.84,-0.29412240280733704,-1.3089302980993145,-0.07524125198354881
14.85,-0.2925020652214364,-1.3090250990984296,-0.07606692366511292
14.86,-0.2905832240344287,-1.3091137461381281,-0.0767496566538999
14.870000000000001,-0.28836086676029876,-1.3091959009521121,-0.07729084757906846
14.88,-0.2858287328659533,-1.3092712391367494,-0.07769138687281107
14.89,-0.28297926026718767,-1.309339449396951,-0.0779516568541708
14.9,-0.2798035180676709,-1.3094002334147452,-0.07807152504383191
14.91,-0.2762911244305556,-1.3094533070522736,-0.07805033269701114
14.92,-0.27243014793376746,-1.3094984008210107,-0.07788687774782405
14.93,-0.2682069905738466,-1.3095352598329018,-0.0775793917711983
14.94,-0.26360625031968754,-1.3095636445595167,-0.0771255108150706
14.950000000000001,-0.25861056056600656,-1.3095833330018236,-0.07652223954204715
14.96,-0.2532004028896804,-1.3095941207819128,-0.07576590698312893
14.97,-0.24735388945249265,-1.3095958221185449,-0.07485211360742194
14.98,-0.24104651040115133,-1.3095882721940977,-0.07377566859800033
14.99,-0.23425084028240245,-1.3095713282783086,-0.07253051510473127
15.0,-0.2269361968174583,-1.309544871397936,-0.07110964209879883
15.01,-0.21906824392323343,-1.3095088099527727,-0.06950498089769702
15.02,-0.21060852849317446,-1.3094630812448278,-0.06770728258574213
15.030000000000001,-0.2015139392402087,-1.3094076550227354,-0.06570597397631889
15.040000000000001,-0.19173607257555159,-1.3093425371750622,-0.06348898752870907
15.05,-0.18122048735093702,-1.3092677730588256,-0.06104256001804681
15.06,-0.16990582668542312,-1.3091834536763773,-0.05835099451992298
15.07,-0.15772277900056608,-1.309089719920304,-0.05539637683740023
15.08,-0.14459284519820456,-1.3089867697960247,-0.05215823797836033
15.09,-0.13042686981301715,-1.3088748647226167,-0.04861314986590948
15.1,-0.11512328496720176,-1.308754339223189,-0.04473424045995794
15.11,-0.0985660022563177,-1.308625609913229,-0.040490608753410595
15.120000000000001,-0.08062187277794541,-1.3084891872867621,-0.035846617080239174
15.13,-0.061137615076511775,-1.3083456884158147,-0.03076103096959021
15.14,-0.03993608677473909,-1.308195852828761,-0.025185970115113754
15.15,-0.01681174536136304,-1.308040560717137,-0.01906562386120947
15.16,0.008474892388556976,-1.307880851205256,-0.012334672617877629
15.17,0.03620402197221251,-1.3077179493012097,-0.004916344889541846
15.18,0.06670482741564066,-1.307553293602914,0.003279979590501858
15.19,0.10036557099421117,-1.3073885622359955,0.01236172537741903
15.200000000000001,0.13764581062232406,-1.307225716890556,0.0224567488445081
15.21,0.1790910030620383,-1.307067041328512,0.033717758093638195
15.22,0.22534953288929488,-1.3069151773829952,0.04632760681044196
15.23,0.2771916552449606,-1.3067731839330028,0.06050542981664392
15.24,0.33552860881686775,-1.3066445720647328,0.0765133212172946
15.25,0.40142753392169916,-1.3065333397944348,0.09466262496261801
15.26,0.47611247252427386,-1.3064439811049682,0.11531758871730557
15.27,0.5609311128639491,-1.3063814367616353,0.13889142059640242
15.280000000000001,0.6572466707927331,-1.306350940598385,0.16582445543789998
15.290000000000001,0.7661779828532256,-1.3063576758931426,0.19652426883738455
15.3,0.8880536175399778,-1.306406096930628,0.23123129116389773
15.31,1.0213819232018535,-1.306498729452823,0.26975328301396384
15.32,1.1611572513541393,-1.3066342550301346,0.31100944843869516
15.33,1.2966924375287285,-1.306804918506911,0.35241103291913334
15.34,1.4103176107957873,-1.3069940362959969,0.3894049182057793
15.35,1.479934214446655,-1.3071756640686187,0.415982045470861
15.36,1.4876585512627052,-1.3073190198907811,0.4268601222107735
15.370000000000001,1.4302637249225008,-1.3073975761440852,0.42037843173473555
15.38,1.3214750563900113,-1.307397646284719,0.3994462955422356
15.39,1.1834887699197463,-1.307320578484143,0.3695619532445696
15.4,1.0365273534412984,-1.3071784786219265,0.33605265520205835
15.41,0.89394938151682,-1.3069879965671811,0.30262970062690764
15.42,0.7625520788237665,-1.3067657431753652,0.2713258517053146
15.43,0.644746111578745,-1.3065260447038227,0.2429945505608943
15.44,0.5405545456573754,-1.3062803252151447,0.21781404014241945
15.450000000000001,0.44891106805026987,-1.3060372802619944,0.19563084637065864
15.46,0.3683720482210493,-1.305803326573899,0.1761562735804354
15.47,0.2974638394357263,-1.3055830817639629,0.1590672142932013
15.48,0.23483181224498362,-1.3053797823499385,0.14405298295807928
15.49,0.17929034070314476,-1.3051956188487115,0.130834081159931
15.5,0.1298269538996777,-1.3050319947501259,0.11916725980608461
15.51,0.08558747436301983,-1.3048897209801664,0.1088443701032693
15.52,0.0458550017480277,-1.3047691649095918,0.09968874529797961
15.530000000000001,0.010028540727923085,-1.3046703583369565,0.09155090415751244
15.540000000000001,-0.02239637333247585,-1.3045930814817424,0.08430437886512665
15.55,-0.0518443243717136,-1.304536926180899,0.07784198512142126
15.56,-0.07867393161668262,-1.304501340555749,0.07207262305522028
15.57,-0.10318931224199451,-1.3044856679027466,0.0669185914384795
15.58,-0.12564945450083032,-1.3044891726119174,0.06231336063916487
15.59,-0.14627585865615744,-1.304511061207939,0.05819973628140995
15.6,-0.16525876453066995,-1.3045504992409915,0.05452834842915322
15.610000000000001,-0.18276223430030122,-1.3046066235060465,0.051256408893748995
15.620000000000001,-0.19892831123488122,-1.3046785522203446,0.0483466873809269
15.63,-0.21388043326203365,-1.3047653913780217,0.0457666663917673
15.64,-0.2277262450874898,-1.3048662424120894,0.043487840601506955
15.65,-0.2405599235581517,-1.3049802055039263,0.04148513521146996
15.66,-0.2524641080920178,-1.3051063834313559,0.03973642055522458
15.67,-0.2635115095096163,-1.3052438838840712,0.03822210589004771
15.68,-0.27376625603189403,-1.3053918225392498,0.03692479772659124
15.69,-0.28328502344521245,-1.3055493235337368,0.03582901213151096
15.700000000000001,-0.2921179874715154,-1.3057155214340959,0.03492093075621944
15.71,-0.3003096288442793,-1.305889560776742,0.03418819412261409
15.72,-0.30789941606047044,-1.3060705983285061,0.03361972463331048
15.73,-0.3149223858003312,-1.3062578021452278,0.0332055759375634
15.74,-0.3214096375728474,-1.3064503522132673,0.03293680328834453
15.75,-0.3273887560166978,-1.3066474407224007,0.03280535201183182
15.76,-0.332884171865177,-1.306848271042145,0.03280396163752458
15.77,-0.3379174707361645,-1.3070520585243126,0.032926082405388524
15.780000000000001,-0.34250765718270093,-1.3072580303911652,0.03316580310454492
15.790000000000001,-0.3466713801869275,-1.3074654245411383,0.0335177886549749
15.8,-0.3504231252528478,-1.3076734900891238,0.033977225286667745
15.81,-0.353775377286199,-1.3078814868610096,0.03453977302964695
15.82,-0.35673875774982683,-1.3080886844164619,0.03520152441006347
15.83,-0.3593221389542828,-1.308294362230352,0.03595896801188736
15.84,-0.36153273780690975,-1.3084978101337623,0.03680895658363542
15.85,-0.36337619088892303,-1.3086983264882082,0.0377486798257588
15.860000000000001,-0.36485661233313366,-1.3088952186732756,0.03877564005161305
15.870000000000001,-0.36597663562449406,-1.3090878029547743,0.03988763112189758
15.88,-0.3667374401466453,-1.3092754038610608,0.04108272037422023
15.89,-0.3671387629777804,-1.3094573536226666,0.04235923301194794
15.9,-0.3671788961613772,-1.3096329925657328,0.04371573841079174
15.91,-0.3668546694412167,-1.3098016695189094,0.04515103848415919
15.92,-0.36616141818786463,-1.3099627404040037,0.04666415847205746
15.93,-0.36509293588262615,-1.3101155689470725,0.048254338792416585
15.94,-0.36364141032217234,-1.3102595271243132,0.04992102848129065
15.950000000000001,-0.36179734236994493,-1.3103939950025334,0.05166388039083164
15.96,-0.35954944569382824,-1.310518360496716,0.05348274780105072
15.97,-0.3568845255312073,-1.3106320201570476,0.05537768194873893
15.98,-0.3537873340942848,-1.3107343810888037,0.05734893043680611
15.99,-0.3502403996980207,-1.3108248601092172,0.05939693781346278
16.0,-0.34622382598965357,-1.3109028850095128,0.061522346581054876
16.01,-0.3417150569803952,-1.3109678964305687,0.06372599906367332
16.02,-0.336688602641282,-1.3110193488652484,0.06600894067784979
16.03,-0.33111571873577494,-1.311056712246978,0.06837242397009152
16.04,-0.3249640332732379,-1.311079475148029,0.07081791298163731
16.05,-0.31819711027187925,-1.3110871466456282,0.07334708890432184
16.06,-0.3107739396157454,-1.3110792596678613,0.07596185585496357
16.07,-0.3026483392947904,-1.3110553750654144,0.0786643468072451
16.080000000000002,-0.29376825323359557,-1.311015085414999,0.08145692973744195
16.09,-0.28407492424707925,-1.3109580213284167,0.0843422125159517
16.1,-0.2735019167064038,-1.310883857114916,0.08732304702063565
16.11,-0.26197395772117094,-1.3107923186416495,0.09040253056464853
16.12,-0.24940555792080932,-1.3106831918371185,0.09358400386906196
16.13,-0.2356993634693175,-1.3105563336680484,0.09687104310192735
16.14,-0.22074417858472095,-1.310411684345672,0.10026744377819652
16.15,-0.20441258238982912,-1.310249282850561,0.10377719211451114
16.16,-0.18655804357126082,-1.310069283117207,0.10740441942001167
16.17,-0.16701141113941298,-1.3098719767065914,0.11115333010473838
16.18,-0.1455766257550883,-1.3096578168357182,0.11502809403055897
16.19,-0.12202545423433389,-1.3094274497043012,0.11903268581680504
16.2,-0.09609099444150887,-1.309181747008683,0.12317065018771006
16.21,-0.06745963006658595,-1.3089218530396318,0.12744475643994152
16.22,-0.03576102660516989,-1.3086492342059663,0.13185649661284266
16.23,-0.0005556560229127427,-1.3083657388566572,0.13640535294171952
16.240000000000002,0.03868078261277552,-1.3080736732439178,0.14108772515572288
16.25,0.08257680192478983,-1.3077758897076297,0.14589535544880566
16.26,0.13188926742890777,-1.3074758918630807,0.15081300255727453
16.27,0.1875330490364026,-1.3071779523502567,0.15581498738526406
16.28,0.2506166269042683,-1.3068872654214538,0.16086002357440476
16.29,0.3224829838533532,-1.3066100965874714,0.16588344686622603
16.3,0.4047523094505319,-1.3063539610252177,0.1707854730975163
16.31,0.49935662386519397,-1.3061277751090237,0.1754134566836255
16.32,0.6085424895935718,-1.3059419657254931,0.1795352568524305
16.330000000000002,0.7347889801362479,-1.3058084248543809,0.18280007886310268
16.34,0.8805311192600618,-1.305740151467993,0.1846836429528131
16.35,1.0474778999174983,-1.3057502636483629,0.1844196592736
16.36,1.2351722965151386,-1.3058498718358025,0.1809377213764936
16.37,1.4383741114784907,-1.3060441575090245,0.17287413824509146
16.38,1.6433074818068851,-1.306326258763435,0.15880520580095647
16.39,1.8247084795976405,-1.306670109764828,0.13790241606061998
16.4,1.9488457562186077,-1.307026814193522,0.11096405341752336
16.41,1.9870810848788385,-1.3073317261250343,0.08103759167277946
16.42,1.933012331921886,-1.3075239856403318,0.052506827968986036
16.43,1.8060012424532499,-1.3075670202989738,0.028994174341285817
16.44,1.6374545251208468,-1.3074553714740098,0.012016174624030596
16.45,1.4552189603587693,-1.3072068779038246,0.0012528125136315182
16.46,1.277177583295452,-1.306850244743785,-0.0044788385597121505
16.47,1.1122570075362033,-1.3064157214933036,-0.006479213357123481
16.48,0.963636874616036,-1.3059304001238727,-0.0058402517236260665
16.490000000000002,0.8314534660563418,-1.3054166926932922,-0.0033794945272435095
16.5,0.7144755391288822,-1.3048923845224953,0.0003232568659659041
16.51,0.6109973147022596,-1.3043712744924862,0.004867019050835475
16.52,0.519266518454457,-1.3038639304270745,0.009977326012495902
16.53,0.43766663938728,-1.3033783749470762,0.015466852768409423
16.54,0.3647784613724879,-1.3029206508352955,0.021207698554094434
16.55,0.2993862317193228,-1.3024952648592043,0.027112436249759342
16.56,0.24046090059487896,-1.302105534013908,0.03312129458657731
16.57,0.18713584054397575,-1.3017538431865743,0.03919350254509868
16.580000000000002,0.1386819753473713,-1.3014418521119457,0.045301420605399656
16.59,0.09448513419286941,-1.3011706471765243,0.05142653936897329
16.6,0.05402652659220342,-1.300940855543346,0.05755673102934372
16.61,0.01686637092808624,-1.3007527441427984,0.06368434376410309
16.62,-0.01736963209111747,-1.3006062856334346,0.06980487460567447
16.63,-0.04900139220680111,-1.3005012161412075,0.07591603551689241
16.64,-0.07830350031132022,-1.3004370792136777,0.08201709323264056
16.65,-0.10551264293307766,-1.3004132602286307,0.08810839996529896
16.66,-0.1308336715594572,-1.3004290147892887,0.09419105798990185
16.67,-0.15444458322358318,-1.3004834907113192,0.10026667952473817
16.68,-0.17650062048347992,-1.3005757460015903,0.1063372143655405
16.69,-0.19713765857483267,-1.3007047632942181,0.11240482623811765
16.7,-0.2164750142911785,-1.3008694618339531,0.11847180418451442
16.71,-0.23461778432676594,-1.3010687070405766,0.12454049945849177
16.72,-0.25165879946159353,-1.3013013176734185,0.13061328117279336
16.73,-0.2676802639080329,-1.3015660729062497,0.13669250497733332
16.740000000000002,-0.2827551356312904,-1.3018617168935602,0.14278049200584664
16.75,-0.2969482925911693,-1.3021869631602774,0.14887951472900274
16.76,-0.3103175213830639,-1.3025404975698498,0.15499178824896703
16.77,-0.32291435782864253,-1.3029209807005624,0.1611194653058725
16.78,-0.3347848036172877,-1.3033270505769696,0.1672646336557555
16.79,-0.34596993875505816,-1.3037573231343984,0.1734293159575161
16.8,-0.35650644588600344,-1.3042103938873588,0.17961547036102327
16.81,-0.36642705988151747,-1.3046848380281308,0.1858249924126405
16.82,-0.3757609535765227,-1.3051792104511106,0.19205971733355148
16.830000000000002,-0.3845340686771457,-1.3056920466028377,0.1983214221137996
16.84,-0.3927693994749245,-1.3062218609972611,0.20461182842778652
16.85,-0.40048723537931463,-1.306767147025757,0.21093260484103477
16.86,-0.40770536748914743,-1.3073263761143459,0.21728536888459843
16.87,-0.41443926347675636,-1.3078979960749917,0.22367168904983126
16.88,-0.4207022141315536,-1.3084804297463881,0.23009308604473588
16.89,-0.4265054543902929,-1.3090720740844375,0.23655103320221543
16.9,-0.43185826133529837,-1.309671297307933,0.24304695696339806
16.91,-0.4367680306605951,-1.3102764371335414,0.24958223604312502
16.92,-0.44124033304713056,-1.3108857986416453,0.2561581997040302
16.93,-0.445278951498048,-1.3114976514578705,0.2627761252925811
16.94,-0.4488859001332206,-1.3121102266196285,0.2694372346461066
16.95,-0.4520614245360943,-1.3127217138471106,0.2761426887928425
16.96,-0.45480398360635915,-1.3133302587930766,0.282893580996008
16.97,-0.4571102127384845,-1.3139339583573548,0.28969092886628484
16.98,-0.45897486691908274,-1.3145308574111072,0.29653566351980803
16.990000000000002,-0.4603907427873109,-1.3151189448300524,0.3034286164166
17.0,-0.46134857802259,-1.3156961488405239,0.31037050359741675
17.01,-0.4618369257351809,-1.3162603320899033,0.31736190648068974
17.02,-0.46184200091548105,-1.316809287100909,0.32440324813110855
17.03,-0.4613474956853556,-1.3173407312860987,0.33149476476172157
17.04,-0.46033435930953226,-1.3178523005382556,0.33863647215242404
17.05,-0.45878053718654666,-1.3183415440097428,0.34582812413349273
17.06,-0.4566606629552473,-1.318805917889852,0.35306916309094416
17.07,-0.4539456958470114,-1.319242778813848,0.36035866035458974
17.080000000000002,-0.45060249365428184,-1.3196493777369391,0.3676952436924865
17.09,-0.44659331004712566,-1.320022853054816,0.375077010024358
17.1,-0.441875201900887,-1.3203602238695002,0.382501419381724
17.11,-0.4363993292408135,-1.3206583834221826,0.3899651658333727
17.12,-0.4301101263542936,-1.3209140925713108,0.39746402011536996
17.13,-0.42294431730608273,-1.3211239740744436,0.40499263667168206
17.14,-0.41482974276775963,-1.3212845071993562,0.4125443167618482
17.150000000000002,-0.40568395640153143,-1.3213920240019594,0.4201107156783378
17.16,-0.3954125386226671,-1.321442706475402,0.42768148023992425
17.17,-0.3839070610944645,-1.3214325874660031,0.435243796151525
17.18,-0.3710426178203385,-1.321357553542986,0.4427818219029819
17.19,-0.35667481415716973,-1.3212133540987723,0.45027597457018576
17.2,-0.3406360744195488,-1.3209956143348964,0.45770202608677946
17.21,-0.3227310858609735,-1.3206998604142268,0.4650299481216139
17.22,-0.30273114210229224,-1.3203215531829495,0.4722224300640757
17.23,-0.28036707258489296,-1.3198561398222244,0.47923295979204295
17.240000000000002,-0.2553203429587368,-1.319299124476634,0.48600332145743164
17.25,-0.22721177080772714,-1.3186461709266073,0.4924603021638295
17.26,-0.19558710979894772,-1.317893241707585,0.49851132244220187
17.27,-0.1598984898823413,-1.3170367887117331,0.5040385823327981
17.28,-0.1194803347247404,-1.3160740194615832,0.5088911375802464
17.29,-0.07351787224278594,-1.3150032568408376,0.5128740663082401
17.3,-0.021005659746849092,-1.313824429864518,0.5157334945308307
17.31,0.03930738837494274,-1.3125397512103176,0.5171356648255391
17.32,0.10899119031781623,-1.311154635590768,0.516637363686441
17.330000000000002,0.19003205611709628,-1.3096789544193665,0.5136437049076615
17.34,0.2849620881869822,-1.3081287621975903,0.5073473353807594
17.35,0.39702802124481695,-1.3065285891002052,0.49664044625730974
17.36,0.5304028912331357,-1.3049145798551818,0.4799875646420839
17.37,0.690427100793589,-1.3033385101182908,0.4552443750473091
17.38,0.8838151581620344,-1.301872782795097,0.41941046756809985
17.39,1.1186308671753418,-1.3006158564557824,0.36832791913247864
17.400000000000002,1.4035117592029156,-1.2996962561639362,0.2964270777376993
17.41,1.744950880212489,-1.2992701843425296,0.19688016223480764
17.42,2.140459310079101,-1.2995017799666284,0.06310999543023144
17.43,2.565661181815409,-1.300508309089067,-0.1066427557566989
17.44,2.960332542460365,-1.3022597185881688,-0.30099900971878113
17.45,3.235780636984914,-1.3044749287976094,-0.48967794939286274
