u_threshold,R_empirical,R_exponential,R_weibull,R_logistic
0.8441176470588235,0.03151044639799064,0.2654391752940713,0.00374151791015171,0.02128929693103881
0.8516806722689075,0.02660121018381094,0.26140077982222176,0.0028078979864141307,0.019134606320221976
0.8592436974789915,0.024888685923050578,0.2574238245577908,0.0020820866809932036,0.0171941608310019
0.8668067226890755,0.022947825094188835,0.2535073747485693,0.0015248630538242899,0.015447397377315819
0.8743697478991597,0.02066445941317502,0.24965050986368226,0.0011025646364689317,0.013875583138763378
0.8819327731092437,0.01769608402785706,0.24585232337722462,0.000786757841122897,0.01246168088100575
0.8894957983193277,0.015184381778741865,0.24211192255518954,0.0005538095869541716,0.011190218347575368
0.8970588235294117,0.010845986984815618,0.23842842824563842,0.0003843940671337245,0.010047163018034112
0.9046218487394957,0.009247631008105947,0.23480097467206304,0.00026296622678377807,0.00901980311308423
0.9121848739495798,0.008790957871903185,0.23122870922989153,0.00017722966274820662,0.008096635396311459
0.9197478991596638,0.008334284735700423,0.22771079228609048,0.00011762177834127333,0.007267260061792478
0.9273109243697478,0.007763443315446969,0.22424639698181545,7.683363424295326e-05,0.006522282795182525
0.9348739495798318,0.007306770179244206,0.2208347090380647,4.93765020777931e-05,0.005853223942843761
0.942436974789916,0.006735928758990753,0.2174749265642889,3.1202049198767656e-05,0.005252434610167406
0.95,0.006165087338737299,0.2141662598699133,1.9378661928004958e-05,0.004713019428865673
